,Objective,Dims,Mutation,Crossover,ParentSel,SurvSel,Ngen,PopSize,ExecTime,fitness
0,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,1.8513085609999997,579655118.4599814
1,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,1.8619839650000003,8318668058.9964905
2,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,1.8486795650000003,35691393857.378815
3,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,1.8627134519999995,107440620105.10825
4,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,1.850164413,250787728664.86493
5,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,1.8305844649999994,424617399676.1286
6,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.0921075620000007,739891160775.5717
7,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.2253358810000012,1150216840686.8804
8,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.158839548000003,1944010673987.5127
9,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.198132471000001,2964998719794.889
10,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.235867540000001,4296272754718.6377
11,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.236420655,5957004390645.953
12,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.209398876999998,8381775901105.971
13,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.2414333530000015,11186617073595.219
14,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.227249183999998,14385089925144.527
15,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.2166088610000045,18795995669792.883
16,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.203490364000004,24660014358202.098
17,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.2154543460000014,31063318651547.082
18,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.2037819379999988,38319725027225.12
19,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.1994313670000025,46585898498695.375
20,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.2181498180000006,55953541739790.164
21,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.1822488240000055,69976589894381.83
22,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.1763434830000037,86241057519657.86
23,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.1850968440000003,102828234183104.19
24,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.1942240979999994,119667039765151.08
25,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.2133077290000003,137594802900182.77
26,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.100187790999996,157707331472408.28
27,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.090329572999998,185323674655026.12
28,rosenbrock,2,uniformsample,onepoint,generational,elitism,300,100,2.182183381999998,217460475666165.3
