,Objective,Dims,Mutation,Crossover,ParentSel,SurvSel,Ngen,PopSize,ExecTime,fitness
0,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,3.564839561,-3.900139395653879
1,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,3.828761333000001,-3.9255992734036207
2,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.925658408,-3.8794038154984287
3,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.923067064,-3.9059770504822837
4,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.916259833000002,-3.880597425858997
5,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.989794058999998,-3.9658527833684385
6,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.978332646000002,-3.889807239987214
7,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.599711034000002,-3.8361482134009184
8,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.062534846999995,-3.9574604490656426
9,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.021895958999998,-3.958815250941835
10,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.205880180999998,-3.935333274835086
11,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.552479050999999,-3.8814217001744042
12,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.004183185000002,-3.866238621744878
13,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.102164285000001,-3.867845359878768
14,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.311209900999998,-3.949173426900217
15,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.9530076670000085,-3.9049622112715787
16,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.978260613999993,-3.830215115743583
17,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.0283328299999965,-3.8902931855332734
18,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.814881463000006,-3.900989069158551
19,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.982850378000009,-3.9462127556978723
20,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.098443654999997,-3.927190236540925
21,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.856471834000004,-3.9155236681737033
22,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.915624563999998,-3.8305654040131136
23,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.0753597199999945,-3.7758200210729127
24,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.066461977000003,-3.8402508641278774
25,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.036571889000001,-3.8836427319109
26,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.9605247549999945,-3.961558304688249
27,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,3.9569714619999843,-3.852592533217355
28,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.400840861000006,-3.987596789257087
29,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.085641596999977,-3.801505038937586
30,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.284775878999994,-3.9458353877400927
31,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.949132319,-3.8427474648402518
32,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.527122573999975,-3.945051073631386
33,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,3.1286352630000067,-3.9406622056095286
34,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.021819515000004,-3.925833789885594
35,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,2.998161243999988,-3.942350736647334
36,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,2.9658299459999853,-3.8753242545874844
37,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.6155930749999925,-3.849532552939154
38,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.956090195000002,-3.946190846127478
39,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.990221566000002,-3.849271489573747
40,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.96990295400002,-3.987172059052252
41,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.469411168000022,-3.912227038813762
42,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,3.6059564239999986,-3.8601744413877954
43,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.098626811999992,-3.9430053884315672
44,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,3.988191064999995,-3.9146118366565616
45,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.47210066400001,-3.9457881881671306
46,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.985878460999999,-3.925317633915678
47,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.927528046999981,-3.904764675566703
48,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.015248592000006,-3.965526820747448
49,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.958891961999996,-3.900694097224814
50,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.959129251999997,-3.8697715143384217
51,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.901454455999982,-3.978212030227914
52,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,4.330674611999996,-3.870143913671046
53,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.072513858000008,-3.9458150070520213
54,weierstrass,2,uniformsample,onepoint,generational,elitism,300,100,5.082386286000002,-3.922049119135632
