,Objective,Dims,Mutation,Crossover,ParentSel,SurvSel,Ngen,PopSize,ExecTime,fitness
0,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,1.783151894,1.9695170718177373
1,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,1.7874893200000002,1.5541485112432039
2,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,1.762439585,1.9813243019395204
3,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,1.7514953390000008,1.992674589681039
4,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,1.7607323290000014,1.992674589681039
5,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,1.7772853519999998,1.992674589681039
6,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,1.7502536479999993,1.6762261136494294
7,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.138273085,1.7037410783460099
8,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1156177079999985,1.9964106581876697
9,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.0082764279999985,1.4185905344757357
10,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.000165984999999,1.879808400655429
11,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.0356304929999993,1.4054809580822298
12,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.0266484909999996,1.9959453771984366
13,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.038555614,1.8528313557420717
14,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.038450205,1.7273236817995201
15,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.036770300999997,1.964200923236359
16,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.0630145160000026,1.9813269259283641
17,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.166138410000002,1.982353901157007
18,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1700591919999965,1.45062264367268
19,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.159276565000006,1.4054233776231304
20,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.125073448000002,1.3873836646664395
21,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1433259560000053,1.9906533783495124
22,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.103761431999999,1.9924281104620558
23,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1016317389999983,1.9924281104620558
24,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.160194181999998,1.6268059179584484
25,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1846417989999978,1.8734789675484547
26,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.195361781999999,1.4735168399732474
27,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.180737643999997,1.9912098655791175
28,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.180136269000002,1.7598160219452403
29,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.173832173000001,1.857562317888277
30,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.197728001999998,1.9799131488083543
31,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1340061499999905,1.746021063543204
32,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.126127733000004,1.9906044217043295
33,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1495496670000023,1.9906044217043295
34,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1727286259999943,1.9906044217043295
35,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1674347370000078,1.847794396402015
36,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.174474306999997,1.9833524682236119
37,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1760016310000054,1.5409470584589937
38,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.163084683000008,1.995795357942742
39,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1359719830000046,1.995795357942742
40,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.152988437999994,1.7126630149999291
41,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.155343286999994,1.3093640258652495
42,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.139497374000001,1.4165769368472267
43,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.154070505000007,1.9409682024140589
44,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1392735329999937,1.5173169775970201
45,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1807492849999903,1.47705388450422
46,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.2181106150000005,1.9696648783006339
47,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.167959311000004,1.9808167228363842
48,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1614996400000024,1.9951178370893798
49,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1223432320000057,1.8477760315737526
50,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.143949335000002,1.4390414376723364
51,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.117463048999994,1.413578380669806
52,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.0525704599999983,1.5068436090175095
53,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.107835093999995,1.5203959235238407
54,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.167550559999995,1.9815667818714398
55,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.16144064800001,1.9900560788709523
56,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.161428268999998,1.4323158158520346
57,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.2091454099999908,1.970467197144327
58,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1575180319999987,1.9814973102983995
59,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1314531240000036,1.9814973102983995
60,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1484891070000174,1.6968060365245952
61,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1302117840000108,1.7412935197436739
62,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1574996059999876,1.5080398402169206
63,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.158245733000001,1.9815387703903133
64,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.172442189999998,1.990407674644007
65,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.2005645490000063,1.9906605971913787
66,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.146739709000002,1.6682200900526962
67,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.141487321999989,1.7334957686938302
68,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1372569799999894,0.9553159596071001
69,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.149265103999994,1.712232668212458
70,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1602695179999785,1.9902301667365967
71,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.174928955000013,1.9902301667365967
72,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1474036710000064,1.8445661811461371
73,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.157451045999977,1.8476174595353845
74,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.2003975380000043,1.995335979285315
75,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.161810766000002,1.886666067607825
76,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.154274526000023,1.7795222609167802
77,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1711324430000047,1.8719289620794597
78,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.129131672999989,1.2959257937640367
79,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.127237694999991,1.988922366401214
80,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.129022966000008,1.9910095837881152
81,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1116577260000042,1.9335027410430532
82,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.143030381000017,1.9834042160463117
83,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1323099759999877,1.812670157106221
84,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.133075058000003,1.9927571532258626
85,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1532617839999943,1.7894542210588396
86,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1421869300000083,1.7740493383218738
87,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1373823719999905,1.9807976783232648
88,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1733300339999744,1.513181313853588
89,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.170121549000015,1.982771458362403
90,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.157035248999989,1.7107050747646209
91,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.162793205000014,1.9391981535693026
92,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.178208201000018,1.992813215556594
93,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.170884804000025,1.7113059140878932
94,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.173595698000014,1.994347833321064
95,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.143108598999987,1.8817371071035212
96,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1332126000000073,1.992594737587656
97,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.145091045999976,1.4050351640104115
98,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1323726070000077,1.9822784027757478
99,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.136586972999993,1.988637735928323
100,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.103791491999999,1.7650213093936937
101,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1104368729999976,1.7183094779830175
102,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1364293220000263,1.9958001885997696
103,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1051698909999743,0.9110248754945042
104,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.153094057000004,1.9951697253742244
105,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1784022200000095,1.9951697253742244
106,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.157528809999974,1.531120672232113
107,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1873718710000105,1.9885179920955314
108,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1851914199999953,1.9885179920955314
109,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.183029140000002,1.385731499398084
110,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1726920060000054,1.5592794905934495
111,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.161818308000022,1.8543694828145305
112,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1341271569999947,1.995694136982587
113,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.1252353440000036,1.7236562281600851
114,weierstrass,1,uniformsample,onepoint,generational,elitism,300,100,2.128253279000006,1.9692397247420683
