pygame 2.3.0 (SDL 2.24.2, Python 3.10.10)
Hello from the pygame community. https://www.pygame.org/contribute.html
Number of generations: 23
Real time spent: 4.15018s
CPU time spent: 4.15012s
Number of fitness evaluations: 2191
Best fitness: 6.532679501993809
         2576315 function calls (2478219 primitive calls) in 8.656 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       35    0.001    0.000    0.019    0.001 rcsetup.py:107(<listcomp>)
     1156    0.010    0.000    0.018    0.000 inspect.py:66(get_annotations)
     2885    0.007    0.000    0.018    0.000 abstract.py:123(__ne__)
      316    0.002    0.000    0.018    0.000 dylib.py:15(add_symbol)
      575    0.002    0.000    0.018    0.000 inspect.py:3014(replace)
        2    0.000    0.000    0.018    0.009 _pep440.py:1(<module>)
       30    0.005    0.000    0.018    0.001 util.py:182(_collapse_string_to_ranges)
     1552    0.004    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.017    0.017 units.py:1(<module>)
       19    0.000    0.000    0.017    0.001 dataclasses.py:1156(dataclass)
    92/67    0.000    0.000    0.017    0.000 typing.py:401(__getitem__)
      407    0.002    0.000    0.017    0.000 deprecation.py:9(wrap)
      157    0.003    0.000    0.017    0.000 typing.py:1016(__init__)
   293/12    0.002    0.000    0.017    0.001 core.py:776(_parseNoCache)
     1245    0.007    0.000    0.017    0.000 inspect.py:612(unwrap)
    10262    0.014    0.000    0.017    0.000 {built-in method builtins.setattr}
      284    0.003    0.000    0.017    0.000 overrides.py:88(verify_matching_signatures)
 2154/646    0.011    0.000    0.017    0.000 sre_parse.py:175(getwidth)
        1    0.000    0.000    0.017    0.017 decimal.py:1(<module>)
        9    0.000    0.000    0.016    0.002 core.py:5392(__init__)
        1    0.000    0.000    0.016    0.016 _axis_nan_policy.py:1(<module>)
        1    0.000    0.000    0.016    0.016 numeric.py:1(<module>)
       12    0.000    0.000    0.016    0.001 dataclasses.py:1333(make_dataclass)
     29/8    0.000    0.000    0.016    0.002 core.py:4379(leave_whitespace)
    13176    0.016    0.000    0.016    0.000 fromnumeric.py:2302(_any_dispatcher)
     5215    0.011    0.000    0.016    0.000 inspect.py:2969(<genexpr>)
    68/13    0.000    0.000    0.016    0.001 core.py:3861(parseImpl)
        2    0.000    0.000    0.016    0.008 extending.py:1(<module>)
        4    0.008    0.002    0.016    0.004 _codata.py:1503(parse_constants_2002to2014)
       12    0.000    0.000    0.016    0.001 rcsetup.py:401(validate_font_properties)
        9    0.000    0.000    0.016    0.002 _fontconfig_pattern.py:80(parse_fontconfig_pattern)
       32    0.001    0.000    0.016    0.000 colors.py:1027(from_list)
     2573    0.010    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      455    0.004    0.000    0.016    0.000 inspect.py:1959(_signature_bound_method)
      992    0.004    0.000    0.016    0.000 abc.py:105(__new__)
        1    0.000    0.000    0.016    0.016 _docscrape.py:1(<module>)
        1    0.000    0.000    0.016    0.016 codegen.py:739(finalize)
        1    0.000    0.000    0.016    0.016 _pickle.py:1(<module>)
      674    0.002    0.000    0.016    0.000 fromnumeric.py:2406(all)
     4458    0.016    0.000    0.016    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.016    0.008 _pep440.py:285(Version)
    13508    0.016    0.000    0.016    0.000 inspect.py:2699(kind)
       67    0.001    0.000    0.015    0.000 typing.py:483(Union)
    12868    0.015    0.000    0.015    0.000 {method 'getrandbits' of '_random.Random' objects}
      409    0.001    0.000    0.015    0.000 core.py:499(copy)
        1    0.000    0.000    0.015    0.015 _minimize.py:1(<module>)
        3    0.000    0.000    0.015    0.005 _basic.py:1(<module>)
      425    0.009    0.000    0.015    0.000 sre_compile.py:292(_optimize_charset)
     2100    0.010    0.000    0.015    0.000 <frozen importlib._bootstrap>:100(acquire)
     1325    0.005    0.000    0.015    0.000 re.py:187(match)
        1    0.000    0.000    0.015    0.015 exceptions.py:1(<module>)
        2    0.000    0.000    0.015    0.007 utils.py:443(inner)
        1    0.001    0.001    0.015    0.015 base.py:146(_load_global_helpers)
     2398    0.015    0.000    0.015    0.000 _methods.py:107(_clip_dep_invoke_with_casting)
     2100    0.010    0.000    0.015    0.000 <frozen importlib._bootstrap>:125(release)
     1091    0.007    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
      438    0.002    0.000    0.015    0.000 colors.py:265(to_rgba)
     8875    0.015    0.000    0.015    0.000 {method 'splitlines' of 'str' objects}
      128    0.001    0.000    0.015    0.000 __init__.py:2188(distributions_from_metadata)
     3488    0.005    0.000    0.015    0.000 {built-in method _abc._abc_instancecheck}
     1685    0.005    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
     4102    0.010    0.000    0.015    0.000 sre_parse.py:161(__len__)
        9    0.000    0.000    0.014    0.002 core.py:2678(__init__)
     3969    0.010    0.000    0.014    0.000 sre_parse.py:173(append)
      678    0.003    0.000    0.014    0.000 <__array_function__ internals>:177(atleast_1d)
      106    0.001    0.000    0.014    0.000 _distn_infrastructure.py:1958(_attach_methods)
        1    0.000    0.000    0.014    0.014 spines.py:1(<module>)
     6652    0.014    0.000    0.014    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.014    0.014 overloads.py:1(<module>)
        1    0.000    0.000    0.014    0.014 index_tricks.py:1(<module>)
        1    0.000    0.000    0.014    0.014 _pydecimal.py:1(<module>)
      258    0.004    0.000    0.014    0.000 _docscrape.py:68(read_to_condition)
        1    0.000    0.000    0.014    0.014 typeof.py:1(<module>)
    11685    0.014    0.000    0.014    0.000 inspect.py:2687(name)
7919/7786    0.011    0.000    0.014    0.000 {method 'format' of 'str' objects}
       18    0.000    0.000    0.014    0.001 rcsetup.py:629(cycler)
  447/444    0.002    0.000    0.014    0.000 abstract.py:60(__call__)
      824    0.003    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
        1    0.000    0.000    0.013    0.013 pythonapi.py:1(<module>)
     55/8    0.000    0.000    0.013    0.002 core.py:3635(leave_whitespace)
     6603    0.013    0.000    0.013    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.013    0.013 iterative.py:1(<module>)
        1    0.000    0.000    0.013    0.013 category.py:1(<module>)
     8887    0.013    0.000    0.013    0.000 {method 'split' of 'str' objects}
     4325    0.013    0.000    0.013    0.000 {built-in method __new__ of type object at 0x7fad75fa70c0}
      200    0.001    0.000    0.013    0.000 ImgFuncs.py:78(random_solution)
    10881    0.013    0.000    0.013    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.013    0.013 axes3d.py:42(Axes3D)
      337    0.001    0.000    0.013    0.000 <__array_function__ internals>:177(broadcast_arrays)
       52    0.007    0.000    0.013    0.000 enum.py:222(<setcomp>)
        1    0.000    0.000    0.013    0.013 textpath.py:1(<module>)
        1    0.000    0.000    0.013    0.013 __init__.py:21(_set_platform_dir_class)
        1    0.000    0.000    0.013    0.013 GeneralSearch.py:15(__init__)
        1    0.000    0.000    0.013    0.013 Search.py:17(__init__)
        1    0.000    0.000    0.013    0.013 Search.py:197(parse_stopping_cond)
      125    0.001    0.000    0.013    0.000 _distn_infrastructure.py:690(_attach_argparser_methods)
       23    0.000    0.000    0.013    0.001 GA.py:46(select_parents)
     6915    0.013    0.000    0.013    0.000 {built-in method numpy.zeros}
      788    0.002    0.000    0.013    0.000 __init__.py:2127(<genexpr>)
       23    0.000    0.000    0.012    0.001 ParentSelection.py:56(__call__)
       23    0.000    0.000    0.012    0.001 ParentSelection.py:77(select)
       10    0.000    0.000    0.012    0.001 enum.py:483(_create_)
   114/57    0.000    0.000    0.012    0.000 core.py:3722(copy)
       23    0.000    0.000    0.012    0.001 ParentSelection.py:96(select_best)
      618    0.003    0.000    0.012    0.000 _inspect.py:96(getargspec)
        7    0.002    0.000    0.012    0.002 enum.py:553(<listcomp>)
        1    0.000    0.000    0.012    0.012 unix.py:1(<module>)
      916    0.003    0.000    0.012    0.000 sre_compile.py:447(_simple)
      568    0.002    0.000    0.012    0.000 ffi.py:67(__enter__)
      568    0.002    0.000    0.012    0.000 ffi.py:73(__exit__)
      196    0.001    0.000    0.012    0.000 _docscrape.py:78(read_to_next_empty_line)
       41    0.001    0.000    0.012    0.000 overloads.py:24(decorator)
     8844    0.012    0.000    0.012    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        1    0.000    0.000    0.012    0.012 codegen.py:781(_finalize_final_module)
        3    0.001    0.000    0.012    0.004 _add_newdocs.py:1(<module>)
2945/2942    0.008    0.000    0.012    0.000 abstract.py:120(__eq__)
     1151    0.003    0.000    0.012    0.000 <frozen importlib._bootstrap>:173(__exit__)
      132    0.001    0.000    0.012    0.000 extending.py:127(decorate)
        1    0.000    0.000    0.012    0.012 subprocess.py:1(<module>)
        1    0.000    0.000    0.012    0.012 codegen.py:1(<module>)
      101    0.002    0.000    0.012    0.000 deprecation.py:128(deprecate)
      925    0.004    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
      850    0.003    0.000    0.012    0.000 colors.py:213(_is_nth_color)
        1    0.000    0.000    0.011    0.011 _root.py:1(<module>)
      322    0.003    0.000    0.011    0.000 function_base.py:475(add_newdoc)
        1    0.000    0.000    0.011    0.011 numpy_support.py:1(<module>)
       23    0.003    0.000    0.011    0.000 {built-in method numpy.fromiter}
        1    0.000    0.000    0.011    0.011 containers.py:1(<module>)
        1    0.000    0.000    0.011    0.011 configparser.py:1(<module>)
     37/7    0.002    0.000    0.011    0.002 core.py:3816(streamline)
     8586    0.011    0.000    0.011    0.000 enum.py:678(__new__)
       33    0.000    0.000    0.011    0.000 __init__.py:3349(<genexpr>)
     1622    0.003    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1356(_path_importer_cache)
        1    0.000    0.000    0.011    0.011 font_manager.py:1(<module>)
      345    0.003    0.000    0.011    0.000 inspect.py:663(_finddoc)
       32    0.000    0.000    0.011    0.000 __init__.py:2861(activate)
       29    0.000    0.000    0.011    0.000 overloads.py:47(register_simple_overload)
        1    0.000    0.000    0.011    0.011 ExifTags.py:20(Base)
     50/6    0.001    0.000    0.011    0.002 core.py:3675(streamline)
       64    0.001    0.000    0.011    0.000 __init__.py:2652(from_location)
      441    0.011    0.000    0.011    0.000 {built-in method builtins.dir}
       28    0.000    0.000    0.011    0.000 _basic.py:16(_dispatch)
 1992/483    0.005    0.000    0.011    0.000 abc.py:121(__subclasscheck__)
     8918    0.011    0.000    0.011    0.000 {built-in method _imp.release_lock}
       28    0.000    0.000    0.011    0.000 _backend.py:174(generate_multimethod)
     2818    0.007    0.000    0.011    0.000 util.py:185(is_consecutive)
     8918    0.011    0.000    0.011    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.010    0.010 _linprog.py:1(<module>)
     8942    0.010    0.000    0.010    0.000 {method 'isidentifier' of 'str' objects}
     8922    0.010    0.000    0.010    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.010    0.010 _mannwhitneyu.py:1(<module>)
     8822    0.010    0.000    0.010    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.010    0.010 scale.py:1(<module>)
        1    0.000    0.000    0.010    0.010 codegen.py:723(add_ir_module)
       12    0.001    0.000    0.010    0.001 _docstring.py:57(<listcomp>)
     1137    0.006    0.000    0.010    0.000 <frozen importlib._bootstrap>:198(cb)
      353    0.001    0.000    0.010    0.000 <__array_function__ internals>:177(round_)
      360    0.001    0.000    0.010    0.000 sre_parse.py:97(closegroup)
     1303    0.004    0.000    0.010    0.000 typing.py:986(__setattr__)
        2    0.000    0.000    0.010    0.005 shape_base.py:1(<module>)
      337    0.002    0.000    0.010    0.000 stride_tricks.py:480(broadcast_arrays)
   114/57    0.000    0.000    0.010    0.000 core.py:3724(<listcomp>)
     2760    0.007    0.000    0.010    0.000 inspect.py:277(isfunction)
        1    0.000    0.000    0.010    0.010 pathlib.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _misc.py:1(<module>)
       74    0.000    0.000    0.010    0.000 core.py:1352(__add__)
     6501    0.010    0.000    0.010    0.000 {method 'replace' of 'str' objects}
       55    0.000    0.000    0.010    0.000 core.py:3643(<listcomp>)
  330/183    0.001    0.000    0.010    0.000 core.py:1857(name)
       28    0.002    0.000    0.009    0.000 _backend.py:307(get_defaults)
 1992/483    0.006    0.000    0.009    0.000 {built-in method _abc._abc_subclasscheck}
       24    0.001    0.000    0.009    0.000 _docscrape.py:218(_parse_param_list)
     1026    0.009    0.000    0.009    0.000 {built-in method io.open_code}
     3702    0.007    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.009    0.009 _docscrape.py:112(NumpyDocString)
     7318    0.009    0.000    0.009    0.000 {method 'rpartition' of 'str' objects}
     2558    0.006    0.000    0.009    0.000 sre_parse.py:287(tell)
     35/9    0.000    0.000    0.009    0.001 core.py:4409(streamline)
      565    0.001    0.000    0.009    0.000 base.py:1249(exit_fn)
      565    0.001    0.000    0.009    0.000 base.py:1246(enter_fn)
       14    0.000    0.000    0.009    0.001 core.py:114(doc_note)
 3344/795    0.008    0.000    0.009    0.000 __init__.py:362(recursive_subclasses)
  263/129    0.001    0.000    0.009    0.000 core.py:1832(default_name)
      678    0.005    0.000    0.009    0.000 shape_base.py:23(atleast_1d)
      339    0.004    0.000    0.009    0.000 typing.py:146(_type_check)
     7081    0.009    0.000    0.009    0.000 multiarray.py:148(concatenate)
      209    0.003    0.000    0.009    0.000 _docscrape.py:168(_is_at_section)
     6605    0.009    0.000    0.009    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.009    0.001 _version.py:1(<module>)
     4084    0.007    0.000    0.009    0.000 sre_parse.py:250(match)
       64    0.000    0.000    0.009    0.000 __init__.py:2633(__init__)
       75    0.001    0.000    0.009    0.000 core.py:3783(__init__)
    37/16    0.000    0.000    0.008    0.001 core.py:4373(parseImpl)
     2300    0.005    0.000    0.008    0.000 SurvivorSelection.py:129(<lambda>)
     2300    0.005    0.000    0.008    0.000 GA.py:75(<lambda>)
     6573    0.008    0.000    0.008    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
     2300    0.006    0.000    0.008    0.000 SurvivorSelection.py:128(<lambda>)
    100/5    0.001    0.000    0.008    0.002 core.py:909(_parseCache)
     2300    0.005    0.000    0.008    0.000 ParentSelection.py:102(<lambda>)
     3485    0.008    0.000    0.008    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.008    0.008 _interpolation.py:1(<module>)
     2278    0.005    0.000    0.008    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.008    0.008 configparser.py:561(RawConfigParser)
      528    0.002    0.000    0.008    0.000 re.py:202(sub)
      776    0.004    0.000    0.008    0.000 __init__.py:2137(dist_factory)
   494/13    0.003    0.000    0.008    0.001 copy.py:128(deepcopy)
        1    0.000    0.000    0.008    0.008 PngImagePlugin.py:1(<module>)
      111    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
     6573    0.008    0.000    0.008    0.000 function_base.py:1315(_diff_dispatcher)
     6603    0.008    0.000    0.008    0.000 function_base.py:18(_linspace_dispatcher)
     6573    0.008    0.000    0.008    0.000 histograms.py:673(_histogram_dispatcher)
     6603    0.008    0.000    0.008    0.000 multiarray.py:664(result_type)
     6645    0.008    0.000    0.008    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.008    0.008 dylib.py:1(<module>)
   256/18    0.001    0.000    0.008    0.000 ast.py:414(visit)
