pygame 2.3.0 (SDL 2.24.2, Python 3.10.10)
Hello from the pygame community. https://www.pygame.org/contribute.html
Number of generations: 23
Real time spent: 4.15018s
CPU time spent: 4.15012s
Number of fitness evaluations: 2191
Best fitness: 6.532679501993809
         2576315 function calls (2478219 primitive calls) in 8.656 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 __init__.py:572(matplotlib_fname)
      278    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.001    0.001 _spherical_voronoi.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _text.py:1(<module>)
      457    0.001    0.000    0.001    0.000 _docscrape.py:153(__getitem__)
        1    0.000    0.000    0.001    0.001 callconv.py:424(check_try_status)
        1    0.000    0.000    0.001    0.001 configparser.py:1312(ConverterMapping)
        1    0.000    0.000    0.001    0.001 _quadpack_py.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.001    0.001 _cobyla_py.py:1(<module>)
        6    0.000    0.000    0.001    0.000 core.py:5711(<lambda>)
        1    0.000    0.000    0.001    0.001 _lbfgsb_py.py:1(<module>)
       28    0.000    0.000    0.001    0.000 scalars.py:32(__init__)
       12    0.000    0.000    0.001    0.000 _continuous_distns.py:55(_call_super_mom)
        1    0.000    0.000    0.001    0.001 collections.py:1147(PolyCollection)
        1    0.000    0.000    0.001    0.001 shlex.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _numdiff.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_rs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 typeconv.py:1(<module>)
        4    0.000    0.000    0.001    0.000 targets.py:9(get_process_triple)
        1    0.000    0.000    0.001    0.001 _adapters.py:8(Message)
        1    0.000    0.000    0.001    0.001 sysconfig.py:389(get_makefile_filename)
        7    0.000    0.000    0.001    0.000 dataclasses.py:842(_hash_add)
        1    0.000    0.000    0.001    0.001 image.py:1357(FigureImage)
      314    0.000    0.000    0.001    0.000 __init__.py:765(__iter__)
       62    0.000    0.000    0.001    0.000 _docscrape.py:50(read)
        1    0.000    0.000    0.001    0.001 argparse.py:1825(parse_args)
       38    0.000    0.000    0.001    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.001    0.001 _flinalg_py.py:1(<module>)
        1    0.000    0.000    0.001    0.001 argparse.py:1832(parse_known_args)
        1    0.000    0.000    0.001    0.001 unicode.py:85(identchars)
      133    0.000    0.000    0.001    0.000 cpu_options.py:131(__init__)
        1    0.000    0.000    0.001    0.001 unicode.py:99(identbodychars)
      407    0.001    0.000    0.001    0.000 deprecation.py:7(_deprecated)
        1    0.000    0.000    0.001    0.001 codegen.py:1150(create_library)
        1    0.000    0.000    0.001    0.001 patches.py:1168(Wedge)
       40    0.000    0.000    0.001    0.000 getlimits.py:91(_float_to_float)
    22/21    0.000    0.000    0.001    0.000 values.py:455(_get_reference)
       10    0.000    0.000    0.001    0.000 _text.py:79(__hash__)
       16    0.000    0.000    0.001    0.000 getlimits.py:458(__new__)
        1    0.000    0.000    0.001    0.001 specifiers.py:52(BaseSpecifier)
        1    0.000    0.000    0.001    0.001 codegen.py:643(__init__)
      337    0.001    0.000    0.001    0.000 _distn_infrastructure.py:936(<listcomp>)
        3    0.000    0.000    0.001    0.000 codegen.py:1199(_create_empty_module)
        1    0.000    0.000    0.001    0.001 _decomp_schur.py:1(<module>)
        1    0.000    0.000    0.001    0.001 trf_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 environment.py:1(<module>)
      278    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _linesearch.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pathlib.py:995(home)
        4    0.000    0.000    0.000    0.000 __init__.py:593(gen_candidates)
       13    0.000    0.000    0.000    0.000 extending.py:323(__init__)
       13    0.000    0.000    0.000    0.000 builder.py:159(wrap)
        4    0.000    0.000    0.000    0.000 inspect.py:3038(__hash__)
       74    0.000    0.000    0.000    0.000 version.py:503(_cmpkey)
      314    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tnc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:846(<listcomp>)
        1    0.000    0.000    0.000    0.000 _slsqp_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 argparse.py:1871(_parse_known_args)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:27(_define_nrt_meminfo_data)
       17    0.000    0.000    0.000    0.000 rcsetup.py:273(validate_color_or_auto)
       40    0.000    0.000    0.000    0.000 colors.py:1140(__init__)
      407    0.000    0.000    0.000    0.000 enum.py:801(value)
        1    0.000    0.000    0.000    0.000 builtins.py:285(BitwiseShiftOperation)
      380    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
        1    0.000    0.000    0.000    0.000 _odepack_py.py:1(<module>)
      372    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
      276    0.000    0.000    0.000    0.000 _distn_infrastructure.py:793(<genexpr>)
       79    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 ImageFile.py:496(_save)
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
        3    0.000    0.000    0.000    0.000 values.py:806(descr)
      337    0.000    0.000    0.000    0.000 _distn_infrastructure.py:952(_argcheck)
       14    0.000    0.000    0.000    0.000 decorators.py:26(jit)
        1    0.000    0.000    0.000    0.000 _interpolative_backend.py:1(<module>)
      347    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_annotations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 llvm_pass_timings.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.000    0.000 image.py:1204(PcolorImage)
      126    0.000    0.000    0.000    0.000 os.py:759(decode)
       37    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        1    0.000    0.000    0.000    0.000 _musllinux.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nnls.py:1(<module>)
       97    0.000    0.000    0.000    0.000 __init__.py:2898(__getattr__)
        8    0.000    0.000    0.000    0.000 values.py:940(<listcomp>)
       48    0.000    0.000    0.000    0.000 lapack.py:850(backtickrepl)
       12    0.000    0.000    0.000    0.000 types.py:69(new_class)
      280    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      314    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
        1    0.000    0.000    0.000    0.000 unicode.py:111(<listcomp>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:637(_hash_fn)
       58    0.000    0.000    0.000    0.000 results.py:191(__getitem__)
        1    0.000    0.000    0.000    0.000 object_file.py:1(<module>)
       20    0.000    0.000    0.000    0.000 results.py:431(__iadd__)
       52    0.000    0.000    0.000    0.000 _docscrape.py:469(_str_section)
       65    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
       12    0.000    0.000    0.000    0.000 values.py:69(wrap)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1101(AnchoredText)
        1    0.000    0.000    0.000    0.000 patches.py:1486(CirclePolygon)
       51    0.000    0.000    0.000    0.000 colors.py:384(<genexpr>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:524(_encode_tile)
        4    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.000    0.000 __init__.py:339(<listcomp>)
        4    0.000    0.000    0.000    0.000 legend_handler.py:215(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
        8    0.000    0.000    0.000    0.000 passmanagers.py:276(finalize)
       23    0.000    0.000    0.000    0.000 GA.py:84(update_params)
      352    0.000    0.000    0.000    0.000 functions.py:262(key)
       12    0.000    0.000    0.000    0.000 __init__.py:2172(safe_listdir)
        1    0.000    0.000    0.000    0.000 widgets.py:3075(ToolHandles)
       13    0.000    0.000    0.000    0.000 instructions.py:177(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:536(get_configdir)
        1    0.000    0.000    0.000    0.000 collections.py:1686(EllipseCollection)
       20    0.000    0.000    0.000    0.000 values.py:1058(_to_list)
        8    0.000    0.000    0.000    0.000 passmanagers.py:269(initialize)
      337    0.000    0.000    0.000    0.000 stride_tricks.py:476(_broadcast_arrays_dispatcher)
        1    0.000    0.000    0.000    0.000 patches.py:1070(Polygon)
        1    0.000    0.000    0.000    0.000 _direct_py.py:1(<module>)
       20    0.000    0.000    0.000    0.000 colors.py:1180(reversed)
        1    0.000    0.000    0.000    0.000 targets.py:27(flatten)
        1    0.000    0.000    0.000    0.000 codegen.py:1259(_check_llvm_bugs)
        1    0.000    0.000    0.000    0.000 argparse.py:1939(consume_optional)
        1    0.000    0.000    0.000    0.000 wrappers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:637(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:803(PolarAxes)
        1    0.000    0.000    0.000    0.000 widgets.py:1939(Cursor)
        4    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 specifiers.py:678(SpecifierSet)
        1    0.000    0.000    0.000    0.000 collections.py:1274(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 widgets.py:2964(ToolLineHandles)
        1    0.000    0.000    0.000    0.000 tuple.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:3764(LassoSelector)
       97    0.000    0.000    0.000    0.000 dataclasses.py:817(_set_qualname)
       16    0.000    0.000    0.000    0.000 typeconv.py:57(set_promote)
      289    0.000    0.000    0.000    0.000 version.py:202(<genexpr>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
       68    0.000    0.000    0.000    0.000 functools.py:841(_is_valid_dispatch_type)
       40    0.000    0.000    0.000    0.000 core.py:2981(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 abstract.py:402(Literal)
        1    0.000    0.000    0.000    0.000 Image.py:3251(_open_core)
        1    0.000    0.000    0.000    0.000 __init__.py:225(<listcomp>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:555(get_cachedir)
       53    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        3    0.000    0.000    0.000    0.000 cgutils.py:417(get_or_insert_function)
        1    0.000    0.000    0.000    0.000 core.py:134(Diagnostics)
       39    0.000    0.000    0.000    0.000 pathlib.py:631(__fspath__)
       18    0.000    0.000    0.000    0.000 core.py:990(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
       54    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        1    0.000    0.000    0.000    0.000 ExifTags.py:340(<dictcomp>)
        6    0.000    0.000    0.000    0.000 gettext.py:211(_expand_lang)
       32    0.000    0.000    0.000    0.000 values.py:445(__init__)
       13    0.000    0.000    0.000    0.000 _docscrape.py:477(_str_see_also)
      334    0.000    0.000    0.000    0.000 enum.py:796(name)
       53    0.000    0.000    0.000    0.000 pathlib.py:621(__str__)
        3    0.000    0.000    0.000    0.000 _pydecimal.py:3888(__init__)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
       33    0.000    0.000    0.000    0.000 ntpath.py:150(splitdrive)
       62    0.000    0.000    0.000    0.000 _docscrape.py:16(strip_blank_lines)
        1    0.000    0.000    0.000    0.000 ImageFile.py:88(__init__)
        9    0.000    0.000    0.000    0.000 pathlib.py:615(_make_child)
      169    0.000    0.000    0.000    0.000 rcsetup.py:59(func)
       19    0.000    0.000    0.000    0.000 __init__.py:134(check_shape)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:114(_sanitize_params)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
      139    0.000    0.000    0.000    0.000 _docscrape.py:390(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:528(PaddedBox)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
        1    0.000    0.000    0.000    0.000 ndarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2965(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:491(_init)
        4    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
        1    0.000    0.000    0.000    0.000 argparse.py:2150(_match_argument)
        8    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
       64    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
       13    0.000    0.000    0.000    0.000 values.py:958(append_basic_block)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1568(_guarded_repr_or_str)
        3    0.000    0.000    0.000    0.000 pathlib.py:1432(expanduser)
       23    0.000    0.000    0.000    0.000 fromnumeric.py:1012(argsort)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:714(_open)
        5    0.000    0.000    0.000    0.000 builtins.py:163(<genexpr>)
        1    0.000    0.000    0.000    0.000 codegen.py:1411(initialize_llvm)
       48    0.000    0.000    0.000    0.000 Algorithm.py:25(best_solution)
       24    0.000    0.000    0.000    0.000 ffi.py:9(_make_opaque_ref)
    46/23    0.000    0.000    0.000    0.000 Search.py:219(process_condition)
        1    0.000    0.000    0.000    0.000 offsetbox.py:208(OffsetBox)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
      266    0.000    0.000    0.000    0.000 dataclasses.py:424(<genexpr>)
        1    0.000    0.000    0.000    0.000 config.py:328(avx_default)
       57    0.000    0.000    0.000    0.000 os.py:698(__iter__)
       28    0.000    0.000    0.000    0.000 pathlib.py:745(stem)
       53    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       51    0.000    0.000    0.000    0.000 values.py:564(_get_reference)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:433(<listcomp>)
        9    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 helper.py:1(<module>)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
      279    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       97    0.000    0.000    0.000    0.000 core.py:5713(<genexpr>)
      286    0.000    0.000    0.000    0.000 copy.py:182(_deepcopy_atomic)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 tempfile.py:301(gettempdirb)
        1    0.000    0.000    0.000    0.000 controlflow.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:914(__init__)
        1    0.000    0.000    0.000    0.000 callconv.py:414(_get_try_state)
        8    0.000    0.000    0.000    0.000 deprecation.py:139(finalize)
       28    0.000    0.000    0.000    0.000 rcsetup.py:449(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 offsetbox.py:709(TextArea)
        1    0.000    0.000    0.000    0.000 widgets.py:4199(Lasso)
        1    0.000    0.000    0.000    0.000 patches.py:3062(ArrowStyle)
      252    0.000    0.000    0.000    0.000 version.py:242(<genexpr>)
       10    0.000    0.000    0.000    0.000 core.py:4758(__init__)
        3    0.000    0.000    0.000    0.000 core.py:5168(__ilshift__)
        1    0.000    0.000    0.000    0.000 cgutils.py:362(alloca_once)
       45    0.000    0.000    0.000    0.000 dataclasses.py:400(_tuple_str)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
       13    0.000    0.000    0.000    0.000 _axis_nan_policy.py:260(_get_axis_params)
        1    0.000    0.000    0.000    0.000 __init__.py:550(_get_data_path)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        9    0.000    0.000    0.000    0.000 instructions.py:202(__init__)
       95    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
        1    0.000    0.000    0.000    0.000 collections.py:1768(PatchCollection)
      262    0.000    0.000    0.000    0.000 _add_newdocs.py:18(add_newdoc)
       63    0.000    0.000    0.000    0.000 dataclasses.py:367(field)
       75    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:369(<listcomp>)
        2    0.000    0.000    0.000    0.000 targetconfig.py:92(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:285(_gettempdir)
       14    0.000    0.000    0.000    0.000 decorators.py:184(_jit)
        3    0.000    0.000    0.000    0.000 core.py:5151(__lshift__)
       25    0.000    0.000    0.000    0.000 results.py:200(__setitem__)
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'ImagingEncoder' objects}
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:4757(_MultipleMatch)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:158(Transpose)
        2    0.000    0.000    0.000    0.000 module.py:109(verify)
       19    0.000    0.000    0.000    0.000 dataclasses.py:391(_fields_in_init_order)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:62(<genexpr>)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
       32    0.000    0.000    0.000    0.000 utils.py:32(canonicalize_name)
       13    0.000    0.000    0.000    0.000 templates.py:1009(make_intrinsic_template)
        1    0.000    0.000    0.000    0.000 tempfile.py:183(_get_default_tempdir)
        2    0.000    0.000    0.000    0.000 core.py:3727(_setResultsName)
        1    0.000    0.000    0.000    0.000 builtins.py:376(<listcomp>)
        3    0.000    0.000    0.000    0.000 values.py:31(_escape_string)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        1    0.000    0.000    0.000    0.000 builtins.py:377(<listcomp>)
       18    0.000    0.000    0.000    0.000 _collections_abc.py:828(__contains__)
        1    0.000    0.000    0.000    0.000 builtins.py:370(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:186(Marker)
       82    0.000    0.000    0.000    0.000 targets.py:42(<genexpr>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 _parser.py:52(ParsedRequirement)
        1    0.000    0.000    0.000    0.000 target_extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 GeneralSearch.py:1(<module>)
       47    0.000    0.000    0.000    0.000 rcsetup.py:357(validate_fontsize)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
      101    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
        6    0.000    0.000    0.000    0.000 compiler_lock.py:31(__call__)
      166    0.000    0.000    0.000    0.000 colors.py:659(__init__)
        1    0.000    0.000    0.000    0.000 SurvivorSelection.py:9(SurvSelMethod)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       11    0.000    0.000    0.000    0.000 decorator.py:127(update)
        1    0.000    0.000    0.000    0.000 ticker.py:812(LogFormatter)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1(<module>)
       13    0.000    0.000    0.000    0.000 values.py:1121(__init__)
       18    0.000    0.000    0.000    0.000 cycler.py:135(__init__)
        4    0.000    0.000    0.000    0.000 context.py:8(get_global_context)
       42    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       79    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
      222    0.000    0.000    0.000    0.000 version.py:452(_parse_letter_version)
        3    0.000    0.000    0.000    0.000 builder.py:875(call)
        7    0.000    0.000    0.000    0.000 _util.py:684(decorator)
        5    0.000    0.000    0.000    0.000 builder.py:858(ret)
        1    0.000    0.000    0.000    0.000 targets.py:180(from_default_triple)
       16    0.000    0.000    0.000    0.000 __init__.py:2072(find_distributions)
        4    0.000    0.000    0.000    0.000 instructions.py:181(descr)
        1    0.000    0.000    0.000    0.000 contour.py:77(ContourLabeler)
       63    0.000    0.000    0.000    0.000 dataclasses.py:448(_field_init)
       35    0.000    0.000    0.000    0.000 _collections_abc.py:983(clear)
      168    0.000    0.000    0.000    0.000 _collections_abc.py:885(__iter__)
        1    0.000    0.000    0.000    0.000 helpers.py:200(one_of)
       24    0.000    0.000    0.000    0.000 _docscrape.py:287(parse_item_name)
        3    0.000    0.000    0.000    0.000 instructions.py:151(descr)
        1    0.000    0.000    0.000    0.000 Image.py:178(Resampling)
        1    0.000    0.000    0.000    0.000 cursors.py:1(<module>)
       39    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
       16    0.000    0.000    0.000    0.000 arraypad.py:86(_pad_simple)
        1    0.000    0.000    0.000    0.000 core.py:6490(__new__)
       16    0.000    0.000    0.000    0.000 core.py:4430(_generateDefaultName)
       32    0.000    0.000    0.000    0.000 __init__.py:1713(_has)
      205    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.set_compatible}
        1    0.000    0.000    0.000    0.000 core.py:3596(ParseExpression)
       14    0.000    0.000    0.000    0.000 values.py:507(__hash__)
      201    0.000    0.000    0.000    0.000 _internal.py:881(<genexpr>)
        1    0.000    0.000    0.000    0.000 _arrays.py:1(<module>)
      139    0.000    0.000    0.000    0.000 _util.py:209(check_random_state)
       44    0.000    0.000    0.000    0.000 castgraph.py:62(__iter__)
        3    0.000    0.000    0.000    0.000 instructions.py:120(_descr)
        1    0.000    0.000    0.000    0.000 distance.py:1738(MetricInfo)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
        2    0.000    0.000    0.000    0.000 targets.py:188(from_triple)
        6    0.000    0.000    0.000    0.000 locale.py:396(normalize)
        4    0.000    0.000    0.000    0.000 ffi.py:325(__exit__)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
       24    0.000    0.000    0.000    0.000 values.py:986(<genexpr>)
        1    0.000    0.000    0.000    0.000 function_type.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:1(<module>)
       14    0.000    0.000    0.000    0.000 target_extension.py:75(resolve_dispatcher_from_str)
      133    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       12    0.000    0.000    0.000    0.000 types.py:77(__call__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:431(HandlerRegularPolyCollection)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        5    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       69    0.000    0.000    0.000    0.000 _docscrape.py:426(_str_header)
       28    0.000    0.000    0.000    0.000 scalars.py:18(parse_integer_bitwidth)
       51    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        3    0.000    0.000    0.000    0.000 instructions.py:65(__init__)
       53    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
        1    0.000    0.000    0.000    0.000 castgraph.py:6(Conversion)
        4    0.000    0.000    0.000    0.000 builder.py:769(store)
        4    0.000    0.000    0.000    0.000 module.py:176(global_variables)
      215    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 init_utils.py:1(<module>)
       41    0.000    0.000    0.000    0.000 core.py:4100(<genexpr>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:516(HandlerCircleCollection)
       21    0.000    0.000    0.000    0.000 core.py:959(reset_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:485(_get_xdg_config_dir)
        4    0.000    0.000    0.000    0.000 module.py:189(functions)
        2    0.000    0.000    0.000    0.000 targets.py:80(get_host_cpu_name)
        1    0.000    0.000    0.000    0.000 ExifTags.py:343(Interop)
       37    0.000    0.000    0.000    0.000 _docscrape.py:29(__init__)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ExifTags.py:351(IFD)
        1    0.000    0.000    0.000    0.000 legend_handler.py:505(HandlerPathCollection)
      162    0.000    0.000    0.000    0.000 ffi.py:137(argtypes)
    17/14    0.000    0.000    0.000    0.000 types.py:121(_to_string)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       29    0.000    0.000    0.000    0.000 __init__.py:1327(_to_unmasked_float_array)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
       11    0.000    0.000    0.000    0.000 rcsetup.py:336(_validate_cmap)
      152    0.000    0.000    0.000    0.000 core.py:1711(set_whitespace_chars)
        1    0.000    0.000    0.000    0.000 __init__.py:164(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1665(Annulus)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:197(caching_module_getattr)
        4    0.000    0.000    0.000    0.000 builder.py:588(icmp_unsigned)
        1    0.000    0.000    0.000    0.000 patches.py:2267(BoxStyle)
        1    0.000    0.000    0.000    0.000 GeneralSearch.py:10(GeneralSearch)
        1    0.000    0.000    0.000    0.000 _elffile.py:31(EMachine)
       25    0.000    0.000    0.000    0.000 Search.py:73(best_solution)
       17    0.000    0.000    0.000    0.000 inspect.py:2746(__hash__)
        1    0.000    0.000    0.000    0.000 bytecode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:151(RendererBase)
        1    0.000    0.000    0.000    0.000 passmanagers.py:95(RefPruneSubpasses)
        1    0.000    0.000    0.000    0.000 patches.py:2634(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1370(MouseButton)
        4    0.000    0.000    0.000    0.000 ast.py:54(literal_eval)
      183    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 Image.py:169(Transform)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 targetconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:962(StepPatch)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        6    0.000    0.000    0.000    0.000 builder.py:46(wrap)
        1    0.000    0.000    0.000    0.000 axis.py:36(Tick)
        1    0.000    0.000    0.000    0.000 ticker.py:2251(LogLocator)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        6    0.000    0.000    0.000    0.000 deprecation.py:363(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:295(<listcomp>)
        1    0.000    0.000    0.000    0.000 _interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:355(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:298(<listcomp>)
       34    0.000    0.000    0.000    0.000 traceback.py:288(__getitem__)
        4    0.000    0.000    0.000    0.000 builder.py:568(_icmp)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
       14    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
